0.0000  -63.3014
1.0000  -62.7257
2.0000  -62.0691
3.0000  -61.3569
4.0000  -60.6057
5.0000  -59.8258
6.0000  -59.0242
7.0000  -58.2056
8.0000  -57.3732
9.0000  -56.5294
10.0000  -55.6761
