0.0000  1
1.0000  0.909925
2.0000  0.764075
3.0000  0.602414
4.0000  0.451242
5.0000  0.323867
6.0000  0.224145
7.0000  0.150324
8.0000  0.0980758
9.0000  0.0624446
10.0000  0.0389005
11.0000  0.0237621
12.0000  0.0142587
13.0000  0.00841821
14.0000  0.00489659
15.0000  0.00280939
16.0000  0.00159156
17.0000  0.000891088
18.0000  0.000493467
19.0000  0.000270488
20.0000  0.000146849
21.0000  7.90094e-05
22.0000  4.21504e-05
23.0000  2.23074e-05
24.0000  1.17167e-05
25.0000  6.11012e-06
26.0000  3.16473e-06
27.0000  1.6286e-06
28.0000  8.32943e-07
29.0000  4.23512e-07
30.0000  2.14131e-07
31.0000  1.07688e-07
32.0000  5.38794e-08
33.0000  2.68252e-08
34.0000  1.32927e-08
35.0000  6.55715e-09
36.0000  3.22051e-09
37.0000  1.57512e-09
38.0000  7.67268e-10
39.0000  3.72298e-10
40.0000  1.79971e-10
41.0000  8.66844e-11
42.0000  4.16061e-11
43.0000  1.99022e-11
44.0000  9.48906e-12
45.0000  4.50989e-12
46.0000  2.13685e-12
47.0000  1.00946e-12
48.0000  4.75495e-13
49.0000  2.2335e-13
50.0000  1.04627e-13
51.0000  4.88821e-14
52.0000  2.27793e-14
53.0000  1.05887e-14
54.0000  4.9101e-15
55.0000  2.27148e-15
56.0000  1.0484e-15
57.0000  4.82799e-16
58.0000  2.21848e-16
59.0000  1.01723e-16
60.0000  4.65455e-17
61.0000  2.12547e-17
62.0000  9.68656e-18
63.0000  4.406e-18
64.0000  2.00032e-18
65.0000  9.06464e-19
66.0000  4.10033e-19
67.0000  1.85149e-19
68.0000  8.3459e-20
69.0000  3.75572e-20
70.0000  1.68731e-20
71.0000  7.56827e-21
72.0000  3.3893e-21
73.0000  1.51548e-21
74.0000  6.76603e-22
75.0000  3.01628e-22
76.0000  1.34269e-22
77.0000  5.96843e-23
78.0000  2.64934e-23
79.0000  1.17441e-23
80.0000  5.19894e-24
81.0000  2.29846e-24
82.0000  1.01484e-24
83.0000  4.47514e-25
84.0000  1.97094e-25
85.0000  8.66977e-26
86.0000  3.80907e-26
87.0000  1.67155e-26
88.0000  7.32678e-27
89.0000  3.20784e-27
90.0000  1.4029e-27
91.0000  6.12858e-28
92.0000  2.67439e-28
93.0000  1.16581e-28
94.0000  5.07662e-29
95.0000  2.20839e-29
96.0000  9.59701e-30
97.0000  4.16644e-30
98.0000  1.80704e-30
99.0000  7.82982e-31
