0.0000  -69.1974
1.0000  -69.1031
2.0000  -68.9284
3.0000  -68.6906
4.0000  -68.4017
5.0000  -68.07
6.0000  -67.702
7.0000  -67.3025
8.0000  -66.8754
9.0000  -66.424
10.0000  -65.9507
11.0000  -65.4578
12.0000  -64.9471
13.0000  -64.4201
14.0000  -63.8782
15.0000  -63.3227
16.0000  -62.7544
17.0000  -62.1744
18.0000  -61.5834
19.0000  -60.9822
20.0000  -60.3713
21.0000  -59.7515
22.0000  -59.1232
23.0000  -58.4869
24.0000  -57.843
25.0000  -57.1919
26.0000  -56.534
27.0000  -55.8697
28.0000  -55.1991
29.0000  -54.5228
30.0000  -53.8408
31.0000  -53.1534
32.0000  -52.4609
33.0000  -51.7635
34.0000  -51.0614
35.0000  -50.3547
36.0000  -49.6437
37.0000  -48.9285
38.0000  -48.2093
39.0000  -47.4861
40.0000  -46.7592
41.0000  -46.0287
42.0000  -45.2947
43.0000  -44.5573
44.0000  -43.8166
45.0000  -43.0727
46.0000  -42.3258
47.0000  -41.5758
48.0000  -40.823
49.0000  -40.0674
50.0000  -39.3091
51.0000  -38.5481
52.0000  -37.7845
53.0000  -37.0185
54.0000  -36.25
55.0000  -35.4791
56.0000  -34.7059
57.0000  -33.9305
58.0000  -33.1529
59.0000  -32.3732
60.0000  -31.5913
61.0000  -30.8075
62.0000  -30.0217
63.0000  -29.2339
64.0000  -28.4442
65.0000  -27.6527
66.0000  -26.8594
67.0000  -26.0643
68.0000  -25.2675
69.0000  -24.469
70.0000  -23.6689
71.0000  -22.8671
72.0000  -22.0638
73.0000  -21.2589
74.0000  -20.4525
75.0000  -19.6446
76.0000  -18.8352
77.0000  -18.0245
78.0000  -17.2123
79.0000  -16.3987
80.0000  -15.5839
81.0000  -14.7676
82.0000  -13.9501
83.0000  -13.1314
84.0000  -12.3113
85.0000  -11.4901
86.0000  -10.6676
87.0000  -9.84398
88.0000  -9.01918
89.0000  -8.19324
90.0000  -7.36619
91.0000  -6.53803
92.0000  -5.70878
93.0000  -4.87848
94.0000  -4.04712
95.0000  -3.21474
96.0000  -2.38134
97.0000  -1.54695
98.0000  -0.711582
99.0000  0.124753
